-4.1356	-6.9482	5.782	-7.904	15.504	-7.7824	19.0	126.0	124.0	
-3.4986	-8.575	4.018	-2.6144	15.504	2.1888	33.0	139.0	132.0	
-5.0274	-8.2026	5.3802	5.2288	15.5648	3.8304	43.0	120.0	140.0	
-6.615	-6.2524	3.8906	2.432	15.5648	5.168	10.0	90.0	124.0	
-0.6762	-3.3516	9.3492	-0.7296	-0.0608	14.896	95.0	98.0	164.0	
-0.9016	-3.4104	9.4766	-0.1824	-0.0608	15.4432	96.0	96.0	164.0	
-0.8232	-3.43	9.5256	-0.1216	-0.0608	15.4432	101.0	101.0	164.0	
-0.9212	-3.4006	9.408	-0.2432	-0.0608	-0.0608	96.0	97.0	164.0	
-1.4014	-3.7142	10.192	0.3648	-15.5648	8.8768	97.0	92.0	160.0	
-0.7938	-4.802	20.0606	-69.0688	15.2608	9.0592	101.0	98.0	164.0	
7.4382	-5.3018	-1.9502	-73.0208	-46.9984	-25.232	40.0	151.0	312.0	
7.6832	-1.4014	-7.6244	1.824	-15.5648	-6.384	0.0	149.0	320.0	
7.3598	-2.1364	-7.0854	0.6688	0.0	-14.3488	23.0	142.0	320.0	
5.6056	-5.4782	-6.1544	5.4112	0.0	4.56	45.0	125.0	316.0	
1.3426	-1.274	9.4374	-1.0336	-0.0608	-0.1216	-8.0	60.0	100.0	
1.4602	-1.4994	9.849	2.128	0.0	-15.5648	-9.0	62.0	104.0	
1.9208	-0.9506	9.5158	-3.4048	15.504	1.4592	-9.0	72.0	100.0	
2.4892	-1.0878	9.4668	-0.6688	15.504	-13.1328	-11.0	74.0	100.0	
2.0482	-1.0192	9.4178	0.7296	-15.5648	14.6528	-9.0	75.0	100.0	
2.1168	-1.1368	9.5452	-0.1216	15.504	0.3648	-7.0	72.0	96.0	
2.303	-0.8036	9.7314	1.824	-15.5648	-4.3776	-14.0	77.0	96.0	
1.8914	3.3222	10.0548	22.6176	-31.0688	-7.1744	-49.0	67.0	108.0	
0.4508	-2.3226	8.7024	-15.2608	15.504	11.1264	15.0	57.0	108.0	
1.1564	-2.2638	9.3884	2.3104	0.0	-14.4096	5.0	60.0	104.0	
-0.9702	-3.136	9.3394	-0.0608	-0.0608	15.4432	-60.0	124.0	96.0	
-0.9114	-3.087	9.4276	-0.1216	-0.0608	15.504	-62.0	123.0	96.0	
-0.9506	-3.1262	9.5844	-0.1824	15.504	-15.4432	-59.0	125.0	100.0	
-0.9506	-3.087	9.4178	-0.2432	15.504	0.0	-59.0	125.0	96.0	
-0.9114	-3.136	9.5158	0.0	-15.5648	15.4432	-61.0	125.0	100.0	
-0.9212	-3.0674	9.5256	-0.0608	15.504	0.0608	-61.0	122.0	100.0	
-0.9604	-3.136	9.4276	0.0	0.0	0.0	-61.0	125.0	96.0	
-0.9506	-3.2144	9.408	-0.1824	15.504	0.2432	-57.0	122.0	100.0	
-0.9408	-3.1164	9.457	-0.1216	15.504	0.0608	-63.0	128.0	100.0	
-0.9212	-3.0772	9.4472	-0.2432	15.504	0.1216	-61.0	122.0	100.0	
-1.3818	-3.1556	9.506	-0.1824	15.504	0.0	-2.0	146.0	128.0	
-1.3524	-3.2046	9.604	0.0	0.0	-15.4432	-1.0	147.0	128.0	
-1.4308	-3.136	9.6334	-0.304	-0.0608	-0.1216	-5.0	142.0	120.0	
-1.3524	-3.234	9.3394	-0.1824	-0.0608	15.3824	-8.0	144.0	116.0	
-1.372	-3.1262	9.3982	-0.0608	15.504	-15.3824	-6.0	141.0	120.0	
-1.372	-3.1654	9.3884	0.0	0.0	0.1216	-3.0	142.0	124.0	
-1.3818	-3.2046	9.3688	0.0	0.0	0.1216	-8.0	145.0	124.0	
-1.2936	-3.1948	9.408	0.0	0.0	0.0608	-7.0	139.0	120.0	
-1.3818	-3.1164	9.3492	-0.1824	15.504	0.0	-9.0	140.0	120.0	
-1.421	-3.2634	9.5158	-0.2432	-0.0608	15.504	-6.0	137.0	124.0	
